,Date,User.id,Verified,User Name,Tweet,Location,Source,Likes,Followers,Following,Retweets
65,2020-11-11 18:50:37,1326598221465067521,False,Joeyr469,"These numbers are so close and the looking at ballots has just begun.

#StopTheSteal #RealResistance… https://t.co/ksjB0Q2x00",,Twitter for Android,0,55,110,0
66,2020-11-11 18:43:30,1326596430119702528,False,ThothMaximus,@MSNBC @brhodes I fully support @realdonaldtrump as he FIGHTS for our country. We can’t allow ANYONE to steal this… https://t.co/SkVktmvz8a,,Twitter for Android,0,74,332,0
67,2020-11-11 18:40:37,1326595704626745351,False,ThothMaximus,@BarackObama I fully support @realdonaldtrump as he FIGHTS for our country. We can’t allow ANYONE to steal this ele… https://t.co/4lv7r0i3IH,,Twitter for Android,0,74,332,0
68,2020-11-11 18:39:03,1326595310701998081,False,coffeeaddict99,"❤️🇺🇸 I love this President. #TrumpPence2020 ‼️ #VeteransDay2020 
https://t.co/HtOtnTVPVU",United States,Twitter for iPhone,3,1288,424,0
69,2020-11-11 18:36:40,1326594710996180995,False,ThothMaximus,"@AP_Politics @AP Whistleblowers from Dominion have come forward.

Big News.

Trump was right all along.… https://t.co/wb5U8pgBh6",,Twitter for Android,0,74,332,0
70,2020-11-11 18:34:43,1326594217800577025,False,ThothMaximus,"@NBCNews Whistleblowers from Dominion have come forward.

Big News.

Trump was right all along. #TrumpPence2020… https://t.co/GbkVqVIcM6",,Twitter for Android,0,74,332,0
71,2020-11-11 18:33:44,1326593970080788482,False,LindaMy32017266,"@JohnBasham OMG 👀🙄
So I'm guessing heads will be rolling and this election can be called as a #TrumpPence2020  WIN!… https://t.co/ntBfatNAqO",,Twitter Web App,0,14,114,0
72,2020-11-11 18:33:09,1326593825570217987,False,ThothMaximus,"@CNN Whistleblowers from Dominion have come forward.

Big News.

Trump was right all along. #TRUMP2020ToSaveAmerica… https://t.co/SjtcoHfA2v",,Twitter for Android,0,74,332,0
73,2020-11-11 18:28:06,1326592554167627783,False,esgreer1,.@fox..... every host that has any balls should run the exact same type of stories @JudgeJeanine was going to. Let… https://t.co/7Mxgg4H2mu,"""United States of America""",Twitter for iPhone,0,1379,1664,0
74,2020-11-11 18:25:40,1326591942709350407,False,WhiteMo93829447,"@MandyWiener #VoetsekANC #VoetsekEFF 
#VoetsekRamaPhosa #TrumpPence2020 

Ramaphosa is a dictator in the finest Afr… https://t.co/5VcPThAaFv",Gangster's Paradise - GP ZAR ,Twitter Web App,0,140,140,0
75,2020-11-11 18:22:05,1326591038400573440,False,roma4roni,That's right. The message that no voter fraud is evident pops up for every conservative YouTuber video I watch. Goo… https://t.co/20C2waH8SY,"Arizona, USA",Twitter for Android,0,465,437,0
76,2020-11-11 18:15:06,1326589283608776704,False,ThothMaximus,"@AP The #DominionSoftware, which ran the majority of states voting systems, whom Pelosi and Feinstein have a stake… https://t.co/oS3UZd6U8e",,Twitter for Android,0,74,332,0
77,2020-11-11 18:14:32,1326589138691379205,False,ThothMaximus,"@nytimes The #DominionSoftware, which ran the majority of states voting systems, whom Pelosi and Feinstein have a s… https://t.co/bZt2UgOEoD",,Twitter for Android,0,74,332,0
78,2020-11-11 18:12:33,1326588642349944833,False,ThothMaximus,"@NPR The #DominionSoftware, which ran the majority of states voting systems, whom Pelosi and Feinstein have a stake… https://t.co/6SvnURN0ys",,Twitter for Android,0,74,332,0
79,2020-11-11 18:08:50,1326587707573870594,False,PreciselySj,"https://t.co/alZmS9IeUC

So the guy who wants everyone to die before 75 says elderly folks shouldn't get vaccine AN… https://t.co/0JpZZX44xB",,Twitter Web App,0,26,458,0
80,2020-11-11 18:07:33,1326587381420494848,False,wealthandlaw,"How do we move on after a US election? Rachel Sass and I discuss it this week on the #podcast, with solutions for b… https://t.co/uvsC0d4NWf","Tucson, Arizona, USA",Twitter Web App,0,87,267,0
81,2020-11-11 18:04:03,1326586503321935879,False,ELizquintana3,@JoeBiden your supporters did this and you did nothing to stop it .dont stand know and act like you care about our… https://t.co/tserbaYL9K,"Phoenix, AZ",Twitter for Android,0,63,380,0
82,2020-11-11 18:00:43,1326585664310300673,False,BorderAmerica,"🙄 trump family ""logic"" 🤯🥸🤪

#Election2020 #ByeDon #ByeByeTrump #TrumpPence2020 #TrumpIsALaughingStock https://t.co/wa7p5D0OmL",,Twitter for Android,0,52,70,1
83,2020-11-11 18:00:31,1326585612858609664,False,Ruloch2,"STAND WITH TRUTH!
STAND WITH JUSTICE!
#TrumpPence2020",東京 文京区,Twitter for iPhone,1,244,388,0
84,2020-11-11 17:59:03,1326585243273363456,False,MagaKev,WE WON #TrumpPence2020 https://t.co/2PWgYeEC5e,,Twitter for iPhone,3,198,1406,1
85,2020-11-11 17:54:39,1326584135150956546,False,DRHQD,"@Ooy @MarylandNickG Same as with Russia for 3 years, right? All talk no evidence. But everyone’s supposed to believ… https://t.co/4paPvXM1mf","ÜT: 25.964241,-80.144934",Twitter for iPhone,0,190,510,0
86,2020-11-11 17:53:38,1326583878623039493,False,SupremeDigital1,@realDonaldTrump Already sold a bunch of these shirts. Message me if you would like one! #trump #trumppence2020… https://t.co/QVZmtuFZpt,"Boston, MA",Twitter for Android,1,70,85,0
87,2020-11-11 17:53:20,1326583803935154177,False,SupremeDigital1,@realDonaldTrump Already sold a bunch of these shirts. Message me if you would like one! #trump #trumppence2020… https://t.co/Y0TyncvZmW,"Boston, MA",Twitter for Android,1,70,85,0
88,2020-11-11 17:53:02,1326583728051789825,False,SupremeDigital1,@realDonaldTrump Already sold a bunch of these shirts. Message me if you would like one! #trump #trumppence2020… https://t.co/byREn3Jis7,"Boston, MA",Twitter for Android,0,70,85,0
89,2020-11-11 17:52:40,1326583636716642305,False,SupremeDigital1,@realDonaldTrump Already sold a bunch of these shirts. Message me if you would like one! #trump #trumppence2020… https://t.co/qE1M7CGyok,"Boston, MA",Twitter for Android,0,70,85,0
90,2020-11-11 17:43:50,1326581414297415680,False,sgtmolly06,This. #TrumpPence2020 #KeepFighting ❤️🇺🇸 https://t.co/Fd1LRoesrI,"Colorado, USA",Twitter for iPhone,0,1213,2178,0
91,2020-11-11 17:42:44,1326581139461509120,False,olgamae,@senatemajldr Thank you &amp; please keep fighting for legal votes. #TrumpPence2020,Far Away,Twitter for iPhone,0,29,316,0
92,2020-11-11 17:41:58,1326580944074137600,False,DwadeKearns,"""The demands to do something
About this outrageous man
Became louder and louder""

#Election2020… https://t.co/UW7uc8IAKF",,Twitter Web App,1,313,270,0
93,2020-11-11 17:41:56,1326580936398532609,False,flygirljones25,@WendyWilliams Oh hun..they didn’t win!! Whatcha gone do when the actual results come out😂 Now that’s gonna make fo… https://t.co/Iu5OdDdvCx,,Twitter for iPhone,0,323,248,0
94,2020-11-11 17:39:05,1326580217461305353,False,Bulk_Blogun,Today would be a good day for @DavidCornDC to go F#CK himself.   #MAGA #MAGA2020 #Trump2020 #TrumpTrain… https://t.co/5gkcyZniea,,Twitter Web App,0,4,23,0
95,2020-11-11 17:22:06,1326575944803479562,False,caustic_the,"Sick shit. Point fingers with one hand while manhandling the system with the other.
Hold @GOP and team… https://t.co/M7PnQCTLAi","Washington, DC",Twitter for Android,2,319,537,1
96,2020-11-11 17:20:07,1326575444418813952,False,Lady_Bates1967,"My family salutes you!

God Bless You! Risking your life for your country- so Americans can remain free- is an awe… https://t.co/K2sv97vlPx",,Twitter for iPhone,2,515,504,0
97,2020-11-11 17:09:20,1326572732444717056,False,larryhan88,"God is good all the time praise the Lord hallelujah Jesus!!
#TrumpPence2020 🇺🇸🇺🇸",United States,Twitter for iPhone,0,834,2181,0
98,2020-11-11 17:02:27,1326570999446441984,False,rnsailor,Thanks @deAdder #VeteransDay2020⁠￼⁠ #RemembranceDay2020 #RemembranceDay #TrumpConcede #TrumpPence2020 #VeteransDay https://t.co/qjXuAMHY19,Lithia FL,Twitter for iPhone,1,5552,5796,1
99,2020-11-11 16:52:26,1326568477361139728,False,deAdder,Cartoon for #VeteransDay2020 #RemembranceDay2020 #VeteransDay #RemembranceDay #TrumpConcede #TrumpPence2020 https://t.co/xm6MsWo2EI,Halifax,Twitter Web App,7813,131524,5488,2234
100,2020-11-11 16:50:30,1326567993590083586,False,BigCountrySport,"Nearly 1,300 votes have been cast in this poll.
What's your position? Poll ends in less than two hours.… https://t.co/3BNFCduHej","Abilene, Texas",Twitter Web App,0,17310,15549,0
101,2020-11-11 16:42:52,1326566070744801281,False,RebelBlondeCA,"@RudyGiuliani Especially #California 
#StopTheSteal
#TrumpPence2020 https://t.co/Ekfjc4eLnW","San Diego, CA",Twitter Web App,1,136,514,1
102,2020-11-11 16:32:46,1326563528723984384,False,Elizcyrusian,@RSBNetwork Love our POTUS and VP #TrumpPence2020  can’t wait for another 4 years !!,,Twitter for iPhone,7,24,76,0
103,2020-11-11 16:27:23,1326562174471376897,False,JackMonowitz,@ProjectLincoln Can you prove this a Trump deception? Proof of your unsubstantiated and wildly irresponsible Tweet?… https://t.co/HHVAvSNpAK,United States,Twitter for iPhone,0,86,599,0
104,2020-11-11 16:26:58,1326562071094419457,False,MelindaFowler20,"Absolutely yes 
#StopTheMadness #VoteRedToSaveAmerica #VoteInPerson2020 #VoterFraudIsReal #TrumpPence2020… https://t.co/Df2qsevBdm","South Carolina,  USA ",Twitter for Android,1,1329,1145,1
105,2020-11-11 16:23:38,1326561229813452801,False,scotnjones,Election 2020 With Deep Journo https://t.co/5TLZyCrZqY via @YouTube #TrumpPence2020 🇺🇸👌,United States,Twitter for iPhone,0,1385,2797,0
106,2020-11-11 16:19:06,1326560090292281345,False,MaryDHan1,"@BorisJohnson @JoeBiden @KamalaHarris Wait, I just see hide words in your status, it means Trump One The Future On… https://t.co/bgOXYDUHiq",,Twitter for Android,2,0,26,0
107,2020-11-11 16:18:23,1326559908678914049,False,Glamma_Susie,@enews @drinkaha We aren’t changing anything...We are having our usual HUGE family get together and we are going to… https://t.co/Bv3GUeugAe,"Orange County, CA",Twitter for iPad,0,228,336,0
108,2020-11-11 16:17:08,1326559593984630787,False,ccbnov,@JuliansRum I voted for him both times and I would vote for who he would endorse. 🇺🇸#TrumpPence2020,,Twitter for iPhone,1,19,93,0
109,2020-11-11 16:15:09,1326559095801868288,False,WaddyIsRight,Don't miss my latest interview @AM1480WLEA: https://t.co/E7ZVTAmMzK We tackle #Election2020 and the question of vot… https://t.co/96DsXDdMcm,Western NY,Twitter Web App,0,680,157,0
110,2020-11-11 15:53:42,1326553696247771136,False,Kadous63,"@ladygaga but how!
 This was your queen!😂
#TrumpPence2020 https://t.co/gVY0plMb44","""IRAN Kingdom With pahlavi""👑",Twitter for Android,0,2171,1900,0
111,2020-11-11 15:22:01,1326545723668660224,False,Savanna56314324,@realDonaldTrump DO NOT CONCEDE! You deserve a FAIR race!  Dems have too many cases against them. Take it to The Su… https://t.co/p9M5AXmlkm,,Twitter for Android,0,0,28,0
112,2020-11-11 15:10:29,1326542821952614401,False,AbmEsq,#Biden2020 has a tremendous mess to clean up after 4 years of #Trump. Sag how far US fell under #TrumpPence2020.… https://t.co/IltmnHa1P2,,Twitter for iPhone,1,47,36,0
113,2020-11-11 15:09:11,1326542494947893253,False,scotnjones,BEIJING BIDEN AND TRUMP'S LAST STAND AGAINST SOCIALISM https://t.co/Zl0g0YBf2d via @YouTube #TrumpPence2020… https://t.co/TrqUH1zCG5,United States,Twitter for iPhone,0,1385,2797,0
114,2020-11-11 15:07:51,1326542157688139777,False,coffeeaddict99,Happy #VeteransDay ❤️ God Bless the #USA 🇺🇸 #navyveteran #USNavy @ussabrahamlincoln_cvn72 🌊 #trumppence2020… https://t.co/hlw1SEWCNh,United States,Instagram,1,1288,424,1
115,2020-11-11 14:06:59,1326526842472443904,False,DOMINATOR_270,@kayleighmcenany @seanhannity Absolutely Kayleigh I couldn't agree more! Thank you for helping our president ❤.  Go… https://t.co/J4r2T3DchI,USA,Twitter for Android,0,24,160,0
116,2020-11-11 13:59:35,1326524980260167681,False,BenatarCat,@SecondLady Thank you also for your and your husbands service and to our country. I appreciate the fight for truth… https://t.co/YyroWBvl1Z,,Twitter for iPhone,5,2,25,0
